run_id,quarter,as_of_date,ric,market_cap,market_cap_date,is_dividend_payer_12m,rank_market_cap
20260306T105304Z,2011Q2,2011-04-01,WMT.OQ,181996178847.6,2011-04-01T00:00:00+00:00,1,7
20260306T105304Z,2011Q2,2011-04-01,XOM.N,417140938515.56,2011-04-01T00:00:00+00:00,1,1
20260306T105304Z,2011Q2,2011-04-01,YUM.N,23996281310.8,2011-04-01T00:00:00+00:00,1,97
20260306T105304Z,2011Q3,2011-07-01,ABT.N,82654213902.3,2011-07-01T00:00:00+00:00,1,28
20260306T105304Z,2011Q3,2011-07-01,ACN.N,43088194509.75,2011-07-01T00:00:00+00:00,1,56
20260306T105304Z,2011Q3,2011-07-01,ADP.OQ,26929091779.78,2011-07-01T00:00:00+00:00,1,91
20260306T105304Z,2011Q3,2011-07-01,APA.OQ,47447682160.2599,2011-07-01T00:00:00+00:00,1,49
20260306T105304Z,2011Q3,2011-07-01,AXP.N,62920753340.32,2011-07-01T00:00:00+00:00,1,37
20260306T105304Z,2011Q3,2011-07-01,BA.N,54831672292.53,2011-07-01T00:00:00+00:00,1,43
20260306T105304Z,2011Q3,2011-07-01,BAC.N,113330161766.01,2011-07-01T00:00:00+00:00,1,19
20260306T105304Z,2011Q3,2011-07-01,BAX.N,34353844052.6,2011-07-01T00:00:00+00:00,1,68
20260306T105304Z,2011Q3,2011-07-01,BEN.N,29786734293.3999,2011-07-01T00:00:00+00:00,1,81
20260306T105304Z,2011Q3,2011-07-01,BK.N,32123938040.3599,2011-07-01T00:00:00+00:00,1,72
20260306T105304Z,2011Q3,2011-07-01,BKR.OQ,31697910567.18,2011-07-01T00:00:00+00:00,1,74
20260306T105304Z,2011Q3,2011-07-01,BLK.N,37770377462.5799,2011-07-01T00:00:00+00:00,1,62
20260306T105304Z,2011Q3,2011-07-01,BMY.N,49720183838.6,2011-07-01T00:00:00+00:00,1,48
20260306T105304Z,2011Q3,2011-07-01,C.N,125121658051.2,2011-07-01T00:00:00+00:00,1,15
20260306T105304Z,2011Q3,2011-07-01,CAT.N,70175723895.64,2011-07-01T00:00:00+00:00,1,34
20260306T105304Z,2011Q3,2011-07-01,CCL.N,30832857008.7041,2011-07-01T00:00:00+00:00,1,77
20260306T105304Z,2011Q3,2011-07-01,CL.N,43040296961.9099,2011-07-01T00:00:00+00:00,1,57
20260306T105304Z,2011Q3,2011-07-01,CMCSA.OQ,69989457336.44,2011-07-01T00:00:00+00:00,1,35
20260306T105304Z,2011Q3,2011-07-01,COF.N,24173977879.35,2011-07-01T00:00:00+00:00,1,99
20260306T105304Z,2011Q3,2011-07-01,COP.N,104185106648.0,2011-07-01T00:00:00+00:00,1,23
20260306T105304Z,2011Q3,2011-07-01,COST.OQ,35699268758.4,2011-07-01T00:00:00+00:00,1,64
20260306T105304Z,2011Q3,2011-07-01,CSCO.OQ,87232932767.76,2011-07-01T00:00:00+00:00,1,26
